FID,uai,nom,nature,code_nature,statut_public_prive,type_contrat_prive,code_type_contrat_prive,adresse,insee,code_postal,commune,voie_generale,voie_technologique,voie_professionnelle,telephone,fax,web,mail,restauration,hebergement,ulis,apprentissage,segpa,section_arts,section_cinema,section_theatre,section_sport,section_internationale,section_europeenne,lycee_agricole,lycee_militaire,lycee_des_metiers,post_bac,greta,siren_siret,nombre_d_eleves,effectifs_par_uai,fiche_onisep,precision_localisation,date_ouverture,etat,ministere_tutelle,multi_uai,pial,etablissement_mere,type_rattachement_etablissement_mere,zone_animation_pedagogique,code_zone_animation_pedagogique,datemaj,gid,the_geom
edu_education.lycee.5032,0690109U,Lycée professionnel Marie Curie,LYCEE PROFESSIONNEL,320,Public,SANS OBJET,99,64 boulevard Eugène Réguillon ,69266,69100,Villeurbanne,false,false,true,+33478542007,+33472121706,https://lp-marie-curie-villeurbanne.ent.auvergnerhonealpes.fr/,ce.0690109U@ac-lyon.fr,true,true,true,true,false,false,false,false,false,false,true,false,false,true,false,true,19690109400017,416,"{""2019-2020"": 286, ""2020-2021"": 317, ""2021-2022"": 357, ""2022-2023"": 368, ""2023-2024"": 391, ""2024-2025"": 416}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5690,Numéro de rue,1965-05-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0691664J,,,,,2025-10-07,5032,POINT (4.896346783360018 45.761527027079175)
edu_education.lycee.5036,0690129R,Lycée professionnel Edmond Labbé,LYCEE PROFESSIONNEL,320,Public,SANS OBJET,99,9 chemin des Chassagnes ,69149,69600,Oullins-Pierre-Bénite,false,false,true,+33472395656,+33472395637,https://parc-chabrieres.ent.auvergnerhonealpes.fr/,ce.0690129R@ac-lyon.fr,true,false,false,true,false,false,false,false,false,false,true,false,false,true,false,true,19690129200017,393,"{""2019-2020"": 377, ""2020-2021"": 380, ""2021-2022"": 387, ""2022-2023"": 403, ""2023-2024"": 384, ""2024-2025"": 393}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15471,Rue,1965-11-02,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690075G,,,,,2025-10-07,5036,POINT (4.809790411960818 45.72257677330354)
edu_education.lycee.4985,0690008J,Lycée professionnel Gustave Eiffel,LYCEE PROFESSIONNEL,320,Public,SANS OBJET,99,6 avenue Ferdinand Gaillard ,69027,69530,Brignais,false,false,true,+33478052266,+33478054923,https://gustave-eiffel.ent.auvergnerhonealpes.fr,ce.0690008J@ac-lyon.fr,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,true,19690008800010,212,"{""2019-2020"": 215, ""2020-2021"": 230, ""2021-2022"": 199, ""2022-2023"": 199, ""2023-2024"": 213, ""2024-2025"": 212}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3172,Numéro de rue,1981-09-21,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692582G,,,,,2025-10-07,4985,POINT (4.755361535635281 45.67592161620921)
edu_education.lycee.5002,0690037R,École supérieure d'arts appliqués - La Martinière Diderot,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,300,Public,SANS OBJET,99,18 place Gabriel Rambaud ,69381,69283,Lyon 1er Arrondissement,false,false,false,+33437408737,,https://www.lamartinierediderot.fr/,,true,true,false,true,false,false,false,false,false,false,false,false,false,false,true,true,19690037700017,719,"{""2019-2020"": 754, ""2020-2021"": 757, ""2021-2022"": 768, ""2022-2023"": 772, ""2023-2024"": 733, ""2024-2025"": 719}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18447,Numéro de rue,1965-05-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,true,0694191F,,,,,2025-10-07,5002,POINT (4.830024213685477 45.76801344610211)
edu_education.lycee.5278,0693316E,Ecole privée multilingue Ombrosa,LYCEE D ENSEIGNEMENT GENERAL,302,Privé,HORS CONTRAT,10,95 quai Clémenceau 69300 CALUIRE ET CUIRE,69034,69300,Caluire-et-Cuire,,,,+33478232263,,,ombrosa@ombrosa.com,true,false,false,,false,,,,,,,,,false,,false,77984535300035,,,,Numéro de rue,1981-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,,,,,2025-10-07,5278,POINT (4.843866846082679 45.80725374886751)
edu_education.lycee.5035,0690128P,Lycée polyvalent Édouard Branly,LYCEE POLYVALENT,306,Public,SANS OBJET,99,25 rue de Tourvielle ,69385,69245,Lyon 5e Arrondissement,true,true,true,+33472167000,+33472167001,http://www.lyceebranly.com/,ce.0690128P@ac-lyon.fr,true,true,false,true,false,false,false,true,true,false,true,false,false,true,true,true,19690128400014,1107,"{""2019-2020"": 1102, ""2020-2021"": 1089, ""2021-2022"": 1118, ""2022-2023"": 1134, ""2023-2024"": 1145, ""2024-2025"": 1107}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3171,Numéro de rue,1965-05-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0691798E,,,,,2025-10-07,5035,POINT (4.791799503028346 45.75308603804028)
edu_education.lycee.5290,0693401X,Ecole technologique privée Arts Appliqués Bellecour,LYCEE D ENSEIGNEMENT TECHNOLOGIQUE,301,Privé,HORS CONTRAT,10,16 rue FRANCOIS DAUPHIN 69002 LYON,69382,69002,Lyon 2e Arrondissement,,,,+33478929283,,,bellecour@bellecour.fr,false,false,false,,false,,,,,,,,,false,,false,79379061900035,,,,Numéro de rue,1988-03-20,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,,,,,2025-10-07,5290,POINT (4.832248988580166 45.75550130631655)
edu_education.lycee.5351,0694405N,Lycée Docteur Charles Mérieux,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,300,Public,SANS OBJET,99,2 avenue du pont Pasteur ,69387,69007,Lyon 7e Arrondissement,false,true,false,+33451230038,,https://docteur-charles-merieux.ent.auvergnerhonealpes.fr,ce.0694405N@ac-lyon.fr,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,20009332600011,693,"{""2021-2022"": 372, ""2022-2023"": 582, ""2023-2024"": 697, ""2024-2025"": 693}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4191,Numéro de rue,2020-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692578C,,,,,2025-10-07,5351,POINT (4.822634469258512 45.732598465562496)
edu_education.lycee.5003,0690038S,Lycée La Martinière Duchère,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,300,Public,SANS OBJET,99,300 avenue Andreï Sakharov ,69389,69009,Lyon 9e Arrondissement,true,true,false,+33472172950,,https://www.martiniere-duchere.fr/,ce.0690038S@ac-lyon.fr,true,true,true,true,false,false,false,false,true,false,true,false,false,false,true,true,19690038500010,934,"{""2019-2020"": 1192, ""2020-2021"": 1173, ""2021-2022"": 1132, ""2022-2023"": 1009, ""2023-2024"": 929, ""2024-2025"": 934}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2641,Numéro de rue,1965-05-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690036P,,,,,2025-10-07,5003,POINT (4.796272598092091 45.78556787451016)
edu_education.lycee.5306,0693769X,Lycée de l'école Juive de Lyon,LYCEE D ENSEIGNEMENT GENERAL,302,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,40 rue Alexandre Boutin ,69266,69100,Villeurbanne,true,false,false,+33472838020,,,skrespil.ejl@wanadoo.fr,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,77978610200029,136,"{""2019-2020"": 145, ""2020-2021"": 178, ""2021-2022"": 157, ""2022-2023"": 155, ""2023-2024"": 126, ""2024-2025"": 136}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3614,Numéro de rue,1998-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692155T,,,,,2025-10-07,5306,POINT (4.868782771327288 45.768340008364206)
edu_education.lycee.5004,0690040U,Lycée polyvalent Hector Guimard,LYCEE POLYVALENT,306,Public,SANS OBJET,99,23 rue Claude Veyron ,69387,69361,Lyon 7e Arrondissement,false,false,true,+33472715000,,https://hector-guimard.ent.auvergnerhonealpes.fr/,ce.0690040U@ac-lyon.fr,true,true,false,true,false,false,false,false,true,false,false,false,false,false,true,true,19690040100015,305,"{""2019-2020"": 241, ""2020-2021"": 261, ""2021-2022"": 267, ""2022-2023"": 267, ""2023-2024"": 288, ""2024-2025"": 305}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13675,Numéro de rue,1965-05-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0694453R,,,,,2025-10-07,5004,POINT (4.857929994808795 45.74567026209121)
edu_education.lycee.5005,0690042W,Lycée Colbert,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,300,Public,SANS OBJET,99,20 rue Louis Jouvet ,69388,69372,Lyon 8e Arrondissement,true,true,false,+33478008559,+33478776494,https://colbert.ent.auvergnerhonealpes.fr/,ce.0690042W@ac-lyon.fr,true,true,false,true,false,false,false,false,false,true,false,false,false,false,true,true,19690042700010,640,"{""2019-2020"": 513, ""2020-2021"": 486, ""2021-2022"": 521, ""2022-2023"": 530, ""2023-2024"": 601, ""2024-2025"": 640}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11253,Numéro de rue,1965-05-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0694295U,,,,,2025-10-07,5005,POINT (4.860280068704424 45.74497037458606)
edu_education.lycee.5006,0690043X,Lycée professionnel Jacques de Flesselles,LYCEE PROFESSIONNEL,320,Public,SANS OBJET,99,15 rue de Flesselles ,69381,69001,Lyon 1er Arrondissement,false,false,true,+33472102222,+33472102200,https://jacques-de-flesselles.ent.auvergnerhonealpes.fr/,ce.0690043X@ac-lyon.fr,true,true,true,true,false,false,false,false,false,false,true,false,false,true,false,true,19690043500013,441,"{""2019-2020"": 411, ""2020-2021"": 419, ""2021-2022"": 426, ""2022-2023"": 456, ""2023-2024"": 432, ""2024-2025"": 441}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12091,Numéro de rue,1965-05-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0694191F,,,,,2025-10-07,5006,POINT (4.826625580277794 45.77110128732064)
edu_education.lycee.5039,0690132U,Lycée Pierre Brossolette,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,300,Public,SANS OBJET,99,1 esplanade Agnès Varda ,69266,69100,Villeurbanne,true,true,false,+33478842649,+33478688696,https://pierre-brossolette.ent.auvergnerhonealpes.fr/,ce.0690132U@ac-lyon.fr,true,false,true,true,false,true,true,false,false,false,true,false,false,false,true,true,19690132600021,995,"{""2019-2020"": 972, ""2020-2021"": 938, ""2021-2022"": 919, ""2022-2023"": 957, ""2023-2024"": 934, ""2024-2025"": 995}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4494,Numéro de rue,1965-09-15,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692155T,,,,,2025-10-07,5039,POINT (4.87756684078449 45.77091349213091)
edu_education.lycee.5022,0690092A,Lycée professionnel du Premier Film,LYCEE PROFESSIONNEL,320,Public,SANS OBJET,99,14 rue du Premier Film ,69388,69008,Lyon 8e Arrondissement,false,false,true,+33478765470,+33478765471,https://premier-film.ent.auvergnerhonealpes.fr/,ce.0690092a@ac-lyon.fr,true,true,true,true,false,false,false,false,false,false,true,false,false,false,true,true,19690092200010,423,"{""2019-2020"": 362, ""2020-2021"": 391, ""2021-2022"": 397, ""2022-2023"": 395, ""2023-2024"": 406, ""2024-2025"": 423}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5086,Numéro de rue,1965-05-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0694295U,,,,,2025-10-07,5022,POINT (4.868953326384553 45.74522597915817)
edu_education.lycee.5037,0690130S,Section d'enseignement professionnel du Lycée polyvalent René Cassin,SECTION D ENSEIGNEMENT PROFESSIONNEL,334,Public,SANS OBJET,99,75 route DE SAINT CLEMENT BP 137 69173 TARARE CEDEX,69243,69173,Tarare,,,,+33474050074,,,ce.0690130S@ac-lyon.fr,true,true,false,,false,,,,,,,,,false,,false,19690130000018,,,,Numéro de rue,1965-11-02,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,0690085T,ANNEXE GEOGRAPHIQUE,,,2025-10-07,5037,POINT (4.444735523834281 45.896641185418495)
edu_education.lycee.5029,0690105P,Lycée professionnel Émile Béjuit,LYCEE PROFESSIONNEL,320,Public,SANS OBJET,99,282 route de Genas ,69029,69500,Bron,false,false,true,+33472912929,+33472912924,https://emile-bejuit.ent.auvergnerhonealpes.fr/,ce.0690105P@ac-lyon.fr,true,true,true,true,false,false,false,false,false,false,true,false,false,true,true,true,19690105200015,457,"{""2019-2020"": 448, ""2020-2021"": 457, ""2021-2022"": 444, ""2022-2023"": 446, ""2023-2024"": 450, ""2024-2025"": 457}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3168,Numéro de rue,1967-09-16,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0691479H,,,,,2025-10-07,5029,POINT (4.905798563027195 45.751362181911325)
edu_education.lycee.5043,0690275Z,Lycée agro-viticole Bel Air,LYCEE PROFESSIONNEL,320,Public,SANS OBJET,99,394 route Henry Fessy ,69019,69220,Belleville-en-Beaujolais,false,true,true,+33474664597,+33474665455,https://lycee-belair.fr/,epl.belleville@educagri.fr,true,true,false,true,false,false,false,false,true,false,true,true,false,false,true,true,19690275300017,,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6843,Numéro de rue,1968-12-04,OUVERT,AGRICULTURE,false,,,,,,2025-10-07,5043,POINT (4.70522260519587 46.11628415804506)
edu_education.lycee.5048,0690514J,Lycée Charles de Foucauld,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,300,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,6 rue Bara ,69383,69003,Lyon 3e Arrondissement,true,true,false,+33437912510,+33437912519,https://www.ecole-foucauld.fr/lycee,lyc-charles-de-foucauld-lyon@ac-lyon.fr,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,77986874400037,708,"{""2019-2020"": 725, ""2020-2021"": 731, ""2021-2022"": 743, ""2022-2023"": 719, ""2023-2024"": 725, ""2024-2025"": 708}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3034,Numéro de rue,1956-10-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692933N,,,,,2025-10-07,5048,POINT (4.872081158529929 45.751009093683976)
edu_education.lycee.5049,0690519P,Lycée Notre-Dame des Minimes,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,300,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,65 rue des Aqueducs ,69385,69005,Lyon 5e Arrondissement,true,true,false,+33437411313,+33437411300,https://www.lesminimes-lyon.org/lycee/presentation/,institution.nd@lesminimes-lyon.org,true,false,false,true,false,true,false,false,false,false,true,false,false,false,true,false,77988337000016,645,"{""2019-2020"": 505, ""2020-2021"": 529, ""2021-2022"": 547, ""2022-2023"": 569, ""2023-2024"": 605, ""2024-2025"": 645}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6030,Numéro de rue,1986-10-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692937T,,,,,2025-10-07,5049,POINT (4.789340438644234 45.759516586849564)
edu_education.lycee.5051,0690521S,Lycée Sainte-Marie,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,300,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,4 montée Saint-Barthélemy ,69385,69321,Lyon 5e Arrondissement,true,true,false,+33478283834,+33472070258,https://www.sainte-marie-lyon.fr/,secretariatdirection@sainte-marie-lyon.fr,true,true,false,false,false,true,false,true,false,false,true,false,false,false,true,false,77988331300016,1920,"{""2019-2020"": 1439, ""2020-2021"": 1563, ""2021-2022"": 1782, ""2022-2023"": 1911, ""2023-2024"": 1992, ""2024-2025"": 1920}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3755,Numéro de rue,1901-01-08,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,true,0692937T,,,,,2025-10-07,5051,POINT (4.8266696521466566 45.76558270226975)
edu_education.lycee.5052,0690521S,Lycée Sainte-Marie (annexe du lycée de Lyon),LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,300,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,1 rue Caroline Aigle ,69385,69330,Lyon 5e Arrondissement,true,true,false,+33481098590,,https://www.sainte-marie-lyon.fr/,secretariat.meyzieu@sainte-marie-lyon.fr,true,true,false,false,false,true,false,true,false,false,false,false,false,false,false,false,77988331300016,1920,"{""2019-2020"": 1439, ""2020-2021"": 1563, ""2021-2022"": 1782, ""2022-2023"": 1911, ""2023-2024"": 1992, ""2024-2025"": 1920}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.23297,Numéro de rue,1901-01-08,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,true,0692937T,,,,,2025-10-07,5052,POINT (4.8266696521466566 45.76558270226975)
edu_education.lycee.5053,0690522T,Lycée Aux Lazaristes - La Salle site Fourvière,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,300,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,24 montée Saint-Barthélemy ,69385,69321,Lyon 5e Arrondissement,true,true,false,+33472771390,,https://www.auxlazaristes.fr/,secretariat.direction@auxlazaristes.fr,true,true,false,false,false,true,false,false,false,false,false,false,false,false,true,false,30461408400016,996,"{""2019-2020"": 877, ""2020-2021"": 929, ""2021-2022"": 936, ""2022-2023"": 934, ""2023-2024"": 957, ""2024-2025"": 996}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13003,Numéro de rue,1967-04-10,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692937T,,,,,2025-10-07,5053,POINT (4.826210245519437 45.76387064791032)
edu_education.lycee.5054,0690529A,Lycée Déborde,LYCEE D ENSEIGNEMENT GENERAL,302,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,72 rue Ney ,69386,69006,Lyon 6e Arrondissement,true,false,false,+33478244900,+33472744919,https://www.deborde.org/le-lycee/,centre-scolaire@deborde.org,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,77990307900027,160,"{""2019-2020"": 174, ""2020-2021"": 170, ""2021-2022"": 168, ""2022-2023"": 173, ""2023-2024"": 160, ""2024-2025"": 160}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9656,Numéro de rue,1967-04-10,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690626F,,,,,2025-10-07,5054,POINT (4.85566649806389 45.76665507511264)
edu_education.lycee.5057,0690536H,Lycée Belmont,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,300,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,43 rue Pasteur ,69387,69007,Lyon 7e Arrondissement,true,true,false,+33478724540,+33478582528,https://www.lyceebelmont.org/,lycee.belmont@centresaintmarc.fr,true,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,33076498600023,401,"{""2019-2020"": 381, ""2020-2021"": 374, ""2021-2022"": 400, ""2022-2023"": 395, ""2023-2024"": 395, ""2024-2025"": 401}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7494,Numéro de rue,1967-04-10,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692922B,,,,,2025-10-07,5057,POINT (4.8397495460974636 45.75268421037933)
edu_education.lycee.5058,0690538K,Lycée Pierre Termier,LYCEE D ENSEIGNEMENT GENERAL,302,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,23 rue des Alouettes ,69388,69008,Lyon 8e Arrondissement,true,false,false,+33478741770,,https://www.etablissement-pierretermier.com/,secretariatmontchat@pierre-termier.fr,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,31027097000026,409,"{""2019-2020"": 342, ""2020-2021"": 387, ""2021-2022"": 426, ""2022-2023"": 406, ""2023-2024"": 388, ""2024-2025"": 409}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13643,Numéro de rue,1970-10-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692933N,,,,,2025-10-07,5058,POINT (4.87301812515899 45.74148801337144)
edu_education.lycee.5059,0690539L,Lycée Assomption Bellevue,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,300,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,39 quai Jean-Jacques Rousseau ,69142,69350,La Mulatière,true,true,false,+33472663080,+33472663090,https://www.assomption-lyon.org/nos-etablissements/lycee-bellevue,contact@assomption-bellevue.org,true,true,false,true,false,true,false,true,false,true,true,false,false,false,false,false,77971136500022,632,"{""2019-2020"": 666, ""2020-2021"": 642, ""2021-2022"": 629, ""2022-2023"": 642, ""2023-2024"": 625, ""2024-2025"": 632}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13545,Numéro de rue,1919-10-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,true,0692922B,,,,,2025-10-07,5059,POINT (4.812793124530459 45.73332460098048)
edu_education.lycee.5061,0690540M,Lycée Notre-Dame de Bellegarde,LYCEE D ENSEIGNEMENT GENERAL,302,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,22 avenue Gambetta BP 47 ,69143,69250,Neuville-sur-Saône,true,false,false,+33478913269,,https://ndbellegarde.fr/,contact@ndbellegarde.fr,true,false,false,false,false,true,false,true,false,false,true,false,false,false,false,false,77971246200034,727,"{""2019-2020"": 733, ""2020-2021"": 739, ""2021-2022"": 720, ""2022-2023"": 711, ""2023-2024"": 704, ""2024-2025"": 727}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9556,Numéro de rue,1957-10-10,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692941X,,,,,2025-10-07,5061,POINT (4.841877076437331 45.87049721363621)
edu_education.lycee.5063,0690542P,Lycée des Chassagnes,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,300,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,13 chemin des Chassagnes ,69149,69600,Oullins-Pierre-Bénite,true,true,false,+33478502991,,https://www.leschassagnes.com/lycee/,administration@leschassagnes.fr,true,true,false,true,false,false,false,false,false,false,false,false,false,false,true,false,77971702400029,241,"{""2019-2020"": 253, ""2020-2021"": 263, ""2021-2022"": 256, ""2022-2023"": 247, ""2023-2024"": 210, ""2024-2025"": 241}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13087,Numéro de rue,1917-09-13,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690541N,,,,,2025-10-07,5063,POINT (4.809773718120045 45.72273466788777)
edu_education.lycee.5064,0690543R,Annexe du lycée Saint-Thomas d'Aquin Veritas,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,300,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,6 chemin du Laud ,69149,69440,Oullins-Pierre-Bénite,true,false,false,+33478440052,+33478441418,https://www.saint-thom.fr/mornant/le-site#content,secretariat.general@st-thom.com,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,77564393500015,1119,"{""2019-2020"": 969, ""2020-2021"": 1007, ""2021-2022"": 1104, ""2022-2023"": 1117, ""2023-2024"": 1115, ""2024-2025"": 1119}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16994,Numéro de rue,1935-10-21,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,true,0692346A,,,,,2025-10-07,5064,POINT (4.809567410466668 45.71061425265925)
edu_education.lycee.5065,0690543R,Lycée Saint-Thomas d'Aquin Veritas,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,300,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,56 rue du Perron ,69149,69600,Oullins-Pierre-Bénite,true,true,false,+33472663366,+33478503618,https://www.saint-thom.fr/oullins/le-site#content,contact.oullins@saint-thom.fr,true,false,false,true,false,true,true,false,false,false,true,false,false,false,true,false,77564393500015,1119,"{""2019-2020"": 969, ""2020-2021"": 1007, ""2021-2022"": 1104, ""2022-2023"": 1117, ""2023-2024"": 1115, ""2024-2025"": 1119}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16929,Numéro de rue,1935-10-21,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,true,0692346A,,,,,2025-10-07,5065,POINT (4.809567410466668 45.71061425265925)
edu_education.lycee.5067,0690550Y,Lycée Saint-Joseph,LYCEE D ENSEIGNEMENT GENERAL,302,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,7 rue du Lieutenant Audras ,69244,69160,Tassin-la-Demi-Lune,true,false,false,+33478340751,+33478343138,https://www.stjosephtassin.org/,secretariat@stjosephtassin.org,true,false,false,false,false,true,true,true,false,false,true,false,false,false,false,false,77974764100016,505,"{""2019-2020"": 505, ""2020-2021"": 524, ""2021-2022"": 538, ""2022-2023"": 536, ""2023-2024"": 519, ""2024-2025"": 505}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13546,Numéro de rue,1967-04-10,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692943Z,,,,,2025-10-07,5067,POINT (4.757983594801419 45.760208734973375)
edu_education.lycee.5069,0690552A,Lycée Notre-Dame de Mongré,LYCEE D ENSEIGNEMENT GENERAL,302,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,276 avenue Saint-Exupéry ,69264,69400,Villefranche-sur-Saône,true,false,false,+33474652413,+33474039343,https://www.mongre.org/,assomption@mongre.org,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,77976541100029,665,"{""2019-2020"": 644, ""2020-2021"": 668, ""2021-2022"": 688, ""2022-2023"": 683, ""2023-2024"": 657, ""2024-2025"": 665}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2325,Numéro de rue,1952-01-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692944A,,,,,2025-10-07,5069,POINT (4.711890398645356 45.99101409091182)
edu_education.lycee.5071,0690554C,Lycée Immaculée Conception,LYCEE D ENSEIGNEMENT GENERAL,302,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,74 place Jules Grandclément BP 41023 ,69266,69613,Villeurbanne,true,false,false,+33472131280,+33472131276,https://lycee-immac.immaculee.net/,immaculee.conception@immaculee.net,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,33400920600023,498,"{""2019-2020"": 538, ""2020-2021"": 528, ""2021-2022"": 532, ""2022-2023"": 500, ""2023-2024"": 490, ""2024-2025"": 498}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14211,Numéro de rue,1907-04-10,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690626F,,,,,2025-10-07,5071,POINT (4.889951528427869 45.759213160577325)
edu_education.lycee.5072,0690557F,Ecole générale privée Cours Pascal,LYCEE D ENSEIGNEMENT GENERAL,302,Privé,HORS CONTRAT,10,21 rue LONGUE 69001 LYON,69381,69001,Lyon 1er Arrondissement,,,,+33472074343,,,cours-pascal@mynwu.com,false,false,false,,false,,,,,,,,,false,,false,44887382800017,,,,Numéro de rue,1940-10-20,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,,,,,2025-10-07,5072,POINT (4.833726514426973 45.76540065068005)
