FID,uai,nom,nature,code_nature,statut_public_prive,type_contrat_prive,code_type_contrat_prive,adresse,insee,code_postal,commune,telephone,fax,web,mail,restauration,hebergement,ulis,segpa,section_sport,section_internationale,appartenance_education_prioritaire,greta,siren_siret,nombre_d_eleves,effectifs_par_uai,fiche_onisep,precision_localisation,date_ouverture,etat,ministere_tutelle,multi_uai,pial,zone_animation_pedagogique,code_zone_animation_pedagogique,circonscription,ips_par_uai,datemaj,gid,the_geom
edu_education.college.5093,0690618X,Collège Notre Dame de Bel Air,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,30 avenue Charles de Gaulle BP 120 ,69243,69172,Tarare,+33474631064,,https://www.csnd.fr/colleges/college-notre-dame-de-bel-air-tarare/,secretariat-college@ndba.fr,true,false,true,false,false,false,,false,77976658300149,439,"{""2019-2020"": 395, ""2020-2021"": 426, ""2021-2022"": 440, ""2022-2023"": 436, ""2023-2024"": 421, ""2024-2025"": 439}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2136,Numéro de rue,1974-09-20,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690618X,,,Circonscription d'inspection du 1er degré de Lyon - ASH B,"{""2016-2017"": 99.4, ""2017-2018"": 99.6, ""2018-2019"": 102.8, ""2019-2020"": 107.8, ""2020-2021"": 105.4, ""2021-2022"": 107.7, ""2022-2023"": 110.9, ""2023-2024"": 110.4, ""2024-2025"": 110.4}",2025-10-07,5093,POINT (4.433620305043821 45.89782559489158)
edu_education.college.5094,0690621A,Collège Saint-Sébastien,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,8 rue du Chardonnet ,69255,69670,Vaugneray,+33478458156,+33478459798,https://ndvallons.fr/college-saint-sebastien/,secretariat@ndvallons.fr,true,false,true,false,false,false,,false,77975108000028,665,"{""2019-2020"": 624, ""2020-2021"": 596, ""2021-2022"": 628, ""2022-2023"": 621, ""2023-2024"": 642, ""2024-2025"": 665}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12616,Numéro de rue,1975-05-22,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690621A,,,,"{""2016-2017"": 130.5, ""2017-2018"": 129.6, ""2018-2019"": 122, ""2019-2020"": 116.1, ""2020-2021"": 116.3, ""2021-2022"": 119.9, ""2022-2023"": 127.5, ""2023-2024"": 134.3, ""2024-2025"": 135.2}",2025-10-07,5094,POINT (4.661225591126789 45.73184811197414)
edu_education.college.5095,0690624D,Collège Louis Querbes,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,3 rue Jean-Marie Chevalier ,69268,69390,Vourles,+33478052206,+33478055696,https://www.collegelouisquerbes.fr/,college@lquerbes.fr,true,false,false,false,true,false,,false,77978883500030,703,"{""2019-2020"": 721, ""2020-2021"": 723, ""2021-2022"": 717, ""2022-2023"": 700, ""2023-2024"": 703, ""2024-2025"": 703}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16392,Numéro de rue,1947-10-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690541N,,,,"{""2016-2017"": 131.3, ""2017-2018"": 133, ""2018-2019"": 135.6, ""2019-2020"": 134.8, ""2020-2021"": 133, ""2021-2022"": 131.5, ""2022-2023"": 131.8, ""2023-2024"": 136, ""2024-2025"": 133.2}",2025-10-07,5095,POINT (4.773012185600134 45.66001420109819)
edu_education.college.5096,0690626F,Collège Mère Teresa,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,37 rue Gervais Bussière ,69266,69100,Villeurbanne,+33478934382,+33472440374,http://ecmteresa.fr/villeurbanne/college/college-mere-teresa/,secretariatcollege@ecmteresa.fr,true,false,true,true,false,false,,false,77978605200034,589,"{""2019-2020"": 556, ""2020-2021"": 566, ""2021-2022"": 560, ""2022-2023"": 565, ""2023-2024"": 576, ""2024-2025"": 589}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13078,Numéro de rue,1970-07-13,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690626F,,,Circonscription d'inspection du 1er degré de Lyon - ASH B,"{""2016-2017"": 90.5, ""2017-2018"": 89.3, ""2018-2019"": 90.9, ""2019-2020"": 87.9, ""2020-2021"": 91.9, ""2021-2022"": 94.4, ""2022-2023"": 109, ""2023-2024"": 109.8, ""2024-2025"": 107}",2025-10-07,5096,POINT (4.869906491245023 45.773743851297176)
edu_education.college.5108,0690672F,Collège Saint-Viateur,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,2 rue du Docteur Bournet ,69006,69550,Amplepuis,+33474893066,+33474892775,https://webmaster2092.wixsite.com/college-st-viateur,secretariat@saint-viateur.com,true,false,false,false,false,false,,false,78412375400011,394,"{""2019-2020"": 394, ""2020-2021"": 402, ""2021-2022"": 416, ""2022-2023"": 410, ""2023-2024"": 417, ""2024-2025"": 394}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3169,Numéro de rue,1967-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690001B,,,,"{""2016-2017"": 96.1, ""2017-2018"": 96.5, ""2018-2019"": 96.3, ""2019-2020"": 96.9, ""2020-2021"": 98.9, ""2021-2022"": 99.6, ""2022-2023"": 103.9, ""2023-2024"": 106.1, ""2024-2025"": 107.7}",2025-10-07,5108,POINT (4.330886884137455 45.97156690234243)
edu_education.college.5364,0694583G,Ecole secondaire privée Altéressens,COLLEGE,340,Privé,HORS CONTRAT,10,7 rue Maryse Bastié 69500 BRON,69029,69500,Bron,+33642806788,,,robin69.roustan@gmail.com,true,false,false,false,,,,false,92355306900017,,,,Numéro de rue,2023-06-10,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,,,,,2025-10-07,5364,POINT (4.9222310745406945 45.72695747566866)
edu_education.college.5115,0691478G,Collège Jean Macé,COLLEGE,340,Public,SANS OBJET,99,23 rue Edouard Vaillant ,69266,69100,Villeurbanne,+33472698810,,https://clgjeanmacevilleurbanne.blogs.laclasse.com/,ce.0691478G@ac-lyon.fr,true,false,true,false,true,false,,false,19691478200012,573,"{""2019-2020"": 703, ""2020-2021"": 683, ""2021-2022"": 664, ""2022-2023"": 639, ""2023-2024"": 615, ""2024-2025"": 573}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12526,Numéro de rue,1968-09-14,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692155T,,,Circonscription d'inspection du 1er degré de Villeurbanne 1,"{""2016-2017"": 99.7, ""2017-2018"": 97.5, ""2018-2019"": 96.1, ""2019-2020"": 96, ""2020-2021"": 94.9, ""2021-2022"": 95.2, ""2022-2023"": 92.5, ""2023-2024"": 92.7, ""2024-2025"": 93.3}",2025-10-07,5115,POINT (4.879893934342967 45.77700340250562)
edu_education.college.5116,0691479H,Collège Joliot Curie,COLLEGE,340,Public,SANS OBJET,99,10 rue de la Pagère ,69029,69500,Bron,+33478260520,+33478267690,,ce.0691479h@ac-lyon.fr,true,false,true,false,true,false,REP,false,19691479000015,407,"{""2019-2020"": 405, ""2020-2021"": 429, ""2021-2022"": 429, ""2022-2023"": 452, ""2023-2024"": 434, ""2024-2025"": 407}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11592,Numéro de rue,1968-03-18,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0691479H,,,Circonscription d'inspection du 1er degré de Bron,"{""2016-2017"": 81.8, ""2017-2018"": 82.9, ""2018-2019"": 81.4, ""2019-2020"": 78.1, ""2020-2021"": 82.1, ""2021-2022"": 87.8, ""2022-2023"": 78.4, ""2023-2024"": 78.1, ""2024-2025"": 78.5}",2025-10-07,5116,POINT (4.9145618813352545 45.74816199365469)
edu_education.college.5117,0691480J,Collège Honoré de Balzac,COLLEGE,340,Public,SANS OBJET,99,56 rue Ernest Renan ,69259,69694,Vénissieux,+33478765820,+33478755335,https://collegehonoredebalzac.blogs.laclasse.com/,ce.0691480J@ac-lyon.fr,true,false,true,false,true,false,REP,false,19691480800015,728,"{""2019-2020"": 654, ""2020-2021"": 641, ""2021-2022"": 653, ""2022-2023"": 654, ""2023-2024"": 681, ""2024-2025"": 728}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13645,Numéro de rue,1968-03-18,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0691480J,,,Circonscription d'inspection du 1er degré de Vénissieux 1,"{""2016-2017"": 84.3, ""2017-2018"": 84, ""2018-2019"": 81.7, ""2019-2020"": 82.7, ""2020-2021"": 81.7, ""2021-2022"": 81, ""2022-2023"": 84.1, ""2023-2024"": 82.9, ""2024-2025"": 82}",2025-10-07,5117,POINT (4.8617216227416336 45.726121166962635)
edu_education.college.5118,0691481K,Collège Laurent Mourguet,COLLEGE,340,Public,SANS OBJET,99,3 bis rue jean rigaud ,69081,69130,Écully,+33472181050,+33478334846,https://college-laurent-mourguet.blogs.laclasse.com/,ce.0691481K@ac-lyon.fr,true,false,true,false,false,false,,true,19691481600018,425,"{""2019-2020"": 437, ""2020-2021"": 433, ""2021-2022"": 434, ""2022-2023"": 450, ""2023-2024"": 451, ""2024-2025"": 425}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6035,Numéro de rue,1968-03-18,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0691481K,,,Circonscription d'inspection du 1er degré d'Ecully Lyon Duchère,"{""2016-2017"": 109.2, ""2017-2018"": 104.6, ""2018-2019"": 102.5, ""2019-2020"": 99.2, ""2020-2021"": 97.8, ""2021-2022"": 97.4, ""2022-2023"": 95, ""2023-2024"": 92.9, ""2024-2025"": 93.3}",2025-10-07,5118,POINT (4.785587497662909 45.78199946893357)
edu_education.college.5119,0691482L,Collège les Quatre Vents,COLLEGE,340,Public,SANS OBJET,99,326 avenue du 11 Novembre BP 115 ,69010,69593,L'Arbresle,+33474269600,+33474013393,https://les4vents-larbresle.ent.auvergnerhonealpes.fr/,ce.0691482l@ac-lyon.fr,true,false,true,true,true,false,,false,19691482400012,704,"{""2019-2020"": 705, ""2020-2021"": 720, ""2021-2022"": 696, ""2022-2023"": 665, ""2023-2024"": 682, ""2024-2025"": 704}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7677,Numéro de rue,1968-03-18,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0691482L,,,Circonscription d'inspection du 1er degré de l'Arbresle,"{""2016-2017"": 108.8, ""2017-2018"": 110.6, ""2018-2019"": 112.8, ""2019-2020"": 113.4, ""2020-2021"": 112.8, ""2021-2022"": 113.7, ""2022-2023"": 110.1, ""2023-2024"": 110.8, ""2024-2025"": 111.6}",2025-10-07,5119,POINT (4.607994864735114 45.83167177184721)
edu_education.college.5120,0691483M,Collège Lucie Aubrac,COLLEGE,340,Public,SANS OBJET,99,5 rue de Dobëln ,69091,69700,Givors,+33478737286,+33478737209,https://collegelucieaubrac.blogs.laclasse.com/,ce.0691483m@ac-lyon.fr,true,false,true,false,false,false,REP,false,19691483200015,507,"{""2019-2020"": 520, ""2020-2021"": 543, ""2021-2022"": 505, ""2022-2023"": 502, ""2023-2024"": 503, ""2024-2025"": 507}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9169,Numéro de rue,1968-03-18,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0691483M,,,Circonscription d'inspection du 1er degré de Givors,"{""2016-2017"": 79, ""2017-2018"": 78, ""2018-2019"": 76.8, ""2019-2020"": 77.3, ""2020-2021"": 75.7, ""2021-2022"": 74.6, ""2022-2023"": 81.1, ""2023-2024"": 82.6, ""2024-2025"": 77.8}",2025-10-07,5120,POINT (4.769111417293747 45.60013087271504)
edu_education.college.5121,0691484N,Collège le Plan du Loup,COLLEGE,340,Public,SANS OBJET,99,35 allée Alban Vistel ,69202,69110,Sainte-Foy-lès-Lyon,+33472167090,+33478597390,http://leplanduloup.etab.ac-lyon.fr/spip/,ce.0691484n@ac-lyon.fr,true,false,true,true,false,false,,true,19691484000018,361,"{""2019-2020"": 406, ""2020-2021"": 405, ""2021-2022"": 404, ""2022-2023"": 397, ""2023-2024"": 387, ""2024-2025"": 361}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8656,Numéro de rue,1968-03-18,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0691484N,,,Circonscription d'inspection du 1er degré d'Oullins,"{""2016-2017"": 113.8, ""2017-2018"": 109.7, ""2018-2019"": 108.5, ""2019-2020"": 106.2, ""2020-2021"": 103.6, ""2021-2022"": 100.8, ""2022-2023"": 102.9, ""2023-2024"": 104.2, ""2024-2025"": 102.5}",2025-10-07,5121,POINT (4.789657248014452 45.733299731900026)
edu_education.college.5122,0691495A,Collège Maryse Bastié,COLLEGE,340,Public,SANS OBJET,99,107 rue Emile Zola ,69275,69150,Décines-Charpieu,+33478492471,+33478494442,http://maryse-bastie.etab.ac-lyon.fr/spip/,ce.0691495a@ac-lyon.fr,true,false,true,false,true,false,,false,19691495600012,576,"{""2019-2020"": 544, ""2020-2021"": 555, ""2021-2022"": 558, ""2022-2023"": 569, ""2023-2024"": 579, ""2024-2025"": 576}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7763,Numéro de rue,1968-05-06,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0691495A,,,Circonscription d'inspection du 1er degré de Meyzieu - Décines,"{""2016-2017"": 99.5, ""2017-2018"": 98.9, ""2018-2019"": 94.8, ""2019-2020"": 98.6, ""2020-2021"": 98.4, ""2021-2022"": 99.4, ""2022-2023"": 98.4, ""2023-2024"": 96.2, ""2024-2025"": 97}",2025-10-07,5122,POINT (4.952261032820869 45.76416082608698)
edu_education.college.5123,0691496B,Collège Jacques Prévert,COLLEGE,340,Public,SANS OBJET,99,1060 Avenue Burago Di Molgora ,69291,69360,Saint-Symphorien-d'Ozon,+33478024870,+33478024874,https://jacquesprevert-stsymphoriendozon.ent.auvergnerhonealpes.fr/,ce.0691496b@ac-lyon.fr,true,false,true,false,false,false,,false,19691496400016,735,"{""2019-2020"": 671, ""2020-2021"": 692, ""2021-2022"": 718, ""2022-2023"": 723, ""2023-2024"": 735, ""2024-2025"": 735}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7513,Rue,1968-03-19,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0691496B,,,Circonscription d'inspection du 1er degré de Saint Pierre de Chandieu,"{""2016-2017"": 119.3, ""2017-2018"": 118.7, ""2018-2019"": 119.3, ""2019-2020"": 121.1, ""2020-2021"": 119.2, ""2021-2022"": 119.6, ""2022-2023"": 119.1, ""2023-2024"": 118.8, ""2024-2025"": 120.8}",2025-10-07,5123,POINT (4.861700972134797 45.63387372937077)
edu_education.college.5124,0691497C,Collège Colette,COLLEGE,340,Public,SANS OBJET,99,23 rue Colette ,69290,69800,Saint-Priest,+33478201972,+33478205084,https://collegecolette.blogs.laclasse.com/,ce.0691497c@ac-lyon.fr,true,false,true,false,true,false,REP,false,19691497200019,680,"{""2019-2020"": 665, ""2020-2021"": 679, ""2021-2022"": 676, ""2022-2023"": 674, ""2023-2024"": 681, ""2024-2025"": 680}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7452,Numéro de rue,1968-03-19,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0691497C,,,Circonscription d'inspection du 1er degré de Saint Priest,"{""2016-2017"": 83.9, ""2017-2018"": 86.2, ""2018-2019"": 85.9, ""2019-2020"": 84.2, ""2020-2021"": 86.9, ""2021-2022"": 87.5, ""2022-2023"": 85.2, ""2023-2024"": 83.1, ""2024-2025"": 83.4}",2025-10-07,5124,POINT (4.943514397624188 45.68965691972526)
edu_education.college.5125,0691498D,Collège Maria Casarès,COLLEGE,340,Public,SANS OBJET,99,115 rue Ampère ,69286,69140,Rillieux-la-Pape,+33472018110,+33472018114,https://www.mariacasares.fr/,ce.0691498d@ac-lyon.fr,true,false,true,false,false,false,REP+,false,19691498000012,562,"{""2019-2020"": 596, ""2020-2021"": 616, ""2021-2022"": 602, ""2022-2023"": 598, ""2023-2024"": 561, ""2024-2025"": 562}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12093,Numéro de rue,1968-03-19,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0691498D,,,Circonscription d'inspection du 1er degré de Rillieux la Pape,"{""2016-2017"": 80.9, ""2017-2018"": 77.9, ""2018-2019"": 77.7, ""2019-2020"": 77.5, ""2020-2021"": 78.9, ""2021-2022"": 77.6, ""2022-2023"": 76.7, ""2023-2024"": 75.2, ""2024-2025"": 75.8}",2025-10-07,5125,POINT (4.900112619036367 45.81816139482481)
edu_education.college.5126,0691614E,Collège Léonard de Vinci,COLLEGE,340,Public,SANS OBJET,99,34 boulevard du Raquin ,69271,69680,Chassieu,+33478499690,+33478495483,https://college-leonard-devinci.etab.ac-lyon.fr/spip/,ce.0691614E@ac-lyon.fr,true,false,true,false,true,false,,false,19691614200017,626,"{""2019-2020"": 608, ""2020-2021"": 618, ""2021-2022"": 655, ""2022-2023"": 615, ""2023-2024"": 625, ""2024-2025"": 626}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13547,Numéro de rue,1986-01-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0691614E,,,Circonscription d'inspection du 1er degré de Bron,"{""2016-2017"": 120.1, ""2017-2018"": 120.9, ""2018-2019"": 123.6, ""2019-2020"": 122.9, ""2020-2021"": 125.7, ""2021-2022"": 126, ""2022-2023"": 125.6, ""2023-2024"": 124.4, ""2024-2025"": 123.2}",2025-10-07,5126,POINT (4.9790358349086326 45.740954266537024)
edu_education.college.5129,0691645N,Collège Faubert,COLLEGE,340,Public,SANS OBJET,99,3 place Faubert ,69264,69400,Villefranche-sur-Saône,+33474682719,+33474686475,https://faubert-villefranchesursaone.ent.auvergnerhonealpes.fr/,ce.0691645N@ac-lyon.fr,true,false,true,false,false,false,REP,true,19691645600011,532,"{""2019-2020"": 524, ""2020-2021"": 481, ""2021-2022"": 474, ""2022-2023"": 495, ""2023-2024"": 527, ""2024-2025"": 532}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18860,Numéro de rue,1968-07-09,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692699J,,,Circonscription d'inspection du 1er degré de Villefranche sur Saône,"{""2016-2017"": 82.2, ""2017-2018"": 81.3, ""2018-2019"": 80.7, ""2019-2020"": 80.2, ""2020-2021"": 78.4, ""2021-2022"": 81.6, ""2022-2023"": 80.6, ""2023-2024"": 80.7, ""2024-2025"": 81.8}",2025-10-07,5129,POINT (4.72176251521499 45.99108692898481)
edu_education.college.5130,0691649T,Collège Jeanne d'Arc,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,1 rue Jules Ferry ,69275,69150,Décines-Charpieu,+33478490527,+33478498250,https://college-jeanne-arc.immaculee.net/,accueiljdarc@outlook.fr,true,false,true,false,true,false,,false,33400920600056,463,"{""2019-2020"": 432, ""2020-2021"": 454, ""2021-2022"": 478, ""2022-2023"": 477, ""2023-2024"": 473, ""2024-2025"": 463}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5695,Numéro de rue,1968-12-16,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690551Z,,,,"{""2016-2017"": 101.5, ""2017-2018"": 106.8, ""2018-2019"": 109.6, ""2019-2020"": 109.9, ""2020-2021"": 108.9, ""2021-2022"": 108.5, ""2022-2023"": 112, ""2023-2024"": 114.3, ""2024-2025"": 117.6}",2025-10-07,5130,POINT (4.961731731893434 45.764255214201626)
edu_education.college.5131,0691650U,Collège Jeanne d'Arc,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,4 rue Antoine Roybet CS 90003 ,69277,69747,Genas,+33478906246,+33478908721,https://www.jdagenas.org/,college@jdagenas.org,true,false,true,false,false,false,,false,77979610100011,717,"{""2019-2020"": 705, ""2020-2021"": 719, ""2021-2022"": 723, ""2022-2023"": 719, ""2023-2024"": 720, ""2024-2025"": 717}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14479,Numéro de rue,1968-12-16,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690551Z,,,Circonscription d'inspection du 1er degré de Lyon - ASH B,"{""2016-2017"": 124.5, ""2017-2018"": 126.3, ""2018-2019"": 130.8, ""2019-2020"": 131.8, ""2020-2021"": 132.7, ""2021-2022"": 133.5, ""2022-2023"": 131.3, ""2023-2024"": 136.8, ""2024-2025"": 139.1}",2025-10-07,5131,POINT (5.014779397610063 45.737365739383364)
edu_education.college.5132,0691651V,Collège Saint-Charles,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,26 avenue Victor Hugo ,69286,69140,Rillieux-la-Pape,+33472018990,+33472018991,https://st-charles.eu/,college@st-charles.eu,true,false,true,false,false,false,,false,77980369100020,588,"{""2019-2020"": 602, ""2020-2021"": 615, ""2021-2022"": 599, ""2022-2023"": 605, ""2023-2024"": 586, ""2024-2025"": 588}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6979,Numéro de rue,1976-06-15,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692941X,,,Circonscription d'inspection du 1er degré de Lyon - ASH B,"{""2016-2017"": 114.2, ""2017-2018"": 113.2, ""2018-2019"": 112.1, ""2019-2020"": 112.5, ""2020-2021"": 112.4, ""2021-2022"": 114, ""2022-2023"": 116.6, ""2023-2024"": 118.2, ""2024-2025"": 119.1}",2025-10-07,5132,POINT (4.893605523790594 45.81920479203156)
edu_education.college.5135,0691662G,Collège Clément Marot,COLLEGE,340,Public,SANS OBJET,99,53 rue Deleuvre ,69384,69004,Lyon 4e Arrondissement,+33472106565,+33472106566,https://collegeclementmarot.blogs.laclasse.com/,ce.0691662G@ac-lyon.fr,true,false,true,false,false,false,,false,19691662100010,611,"{""2019-2020"": 589, ""2020-2021"": 655, ""2021-2022"": 682, ""2022-2023"": 720, ""2023-2024"": 697, ""2024-2025"": 611}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14170,Numéro de rue,1969-03-21,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0691662G,,,Circonscription d'inspection du 1er degré de Lyon 4ème - Caluire,"{""2016-2017"": 119.6, ""2017-2018"": 122.7, ""2018-2019"": 124.3, ""2019-2020"": 128.4, ""2020-2021"": 129.7, ""2021-2022"": 127.3, ""2022-2023"": 130.1, ""2023-2024"": 129, ""2024-2025"": 126.5}",2025-10-07,5135,POINT (4.825242028069482 45.78111637802782)
edu_education.college.5136,0691663H,Collège Bellecombe,COLLEGE,340,Public,SANS OBJET,99,10 rue de la Gaîté ,69386,69006,Lyon 6e Arrondissement,+33478529448,+33478527487,https://college-bellecombe.etab.ac-lyon.fr/spip/,ce.0691663H@ac-lyon.fr,true,false,true,false,true,false,,false,19691663900012,617,"{""2019-2020"": 648, ""2020-2021"": 637, ""2021-2022"": 631, ""2022-2023"": 636, ""2023-2024"": 667, ""2024-2025"": 617}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.800,Numéro de rue,1969-03-21,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0691663H,,,Circonscription d'inspection du 1er degré de Lyon 6ème - Villeurbanne,"{""2016-2017"": 122.9, ""2017-2018"": 123.2, ""2018-2019"": 124.5, ""2019-2020"": 116.4, ""2020-2021"": 114.6, ""2021-2022"": 119.5, ""2022-2023"": 124.2, ""2023-2024"": 121.9, ""2024-2025"": 119.6}",2025-10-07,5136,POINT (4.862698486058412 45.767221036454785)
edu_education.college.5137,0691664J,Collège Jean Jaurès,COLLEGE,340,Public,SANS OBJET,99,54 rue Jean Jaurès ,69266,69100,Villeurbanne,+33478532919,+33472360816,https://blog-clg-jeanjaures.blogs.laclasse.com/,ce.0691664J@ac-lyon.fr,true,false,true,true,false,false,REP,false,19691664700015,538,"{""2019-2020"": 779, ""2020-2021"": 809, ""2021-2022"": 804, ""2022-2023"": 695, ""2023-2024"": 618, ""2024-2025"": 538}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9357,Numéro de rue,1969-03-21,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0691664J,,,Circonscription d'inspection du 1er degré de Villeurbanne 2,"{""2016-2017"": 85.3, ""2017-2018"": 85.7, ""2018-2019"": 86.1, ""2019-2020"": 85, ""2020-2021"": 84, ""2021-2022"": 84.5, ""2022-2023"": 84.4, ""2023-2024"": 87.4, ""2024-2025"": 87.3}",2025-10-07,5137,POINT (4.883449409156435 45.757598802511225)
edu_education.college.5139,0691666L,Collège Aimé Césaire,COLLEGE,340,Public,SANS OBJET,99,2 rue des Frères Bertrand ,69256,69120,Vaulx-en-Velin,+33478806396,,https://aime-cesaire.blogs.laclasse.com/,ce.0691666L@ac-lyon.fr,true,false,true,true,true,false,REP+,true,19691666200014,571,"{""2019-2020"": 515, ""2020-2021"": 497, ""2021-2022"": 511, ""2022-2023"": 516, ""2023-2024"": 555, ""2024-2025"": 571}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7405,Numéro de rue,1969-03-21,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0691666L,,,Circonscription d'inspection du 1er degré de Vaulx en Velin 1,"{""2016-2017"": 75.9, ""2017-2018"": 76.4, ""2018-2019"": 74.7, ""2019-2020"": 71.3, ""2020-2021"": 72.9, ""2021-2022"": 77.4, ""2022-2023"": 75.7, ""2023-2024"": 76.9, ""2024-2025"": 76.9}",2025-10-07,5139,POINT (4.915881019301365 45.78502996668722)
edu_education.college.5140,0691667M,Section d'enseignement général et professionnel adapté du Collège Aimé Cesaire,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,390,Public,SANS OBJET,99,2 rue DES FRERES BERTRAND 69120 VAULX EN VELIN,69256,69120,Vaulx-en-Velin,+33478806396,,,ce.0691667M@ac-lyon.fr,true,false,false,false,,,,false,19691666200014,,,,Numéro de rue,1969-03-21,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,,,Circonscription d'inspection du 1er degré de Lyon - ASH A,,2025-10-07,5140,POINT (4.915881019301365 45.78502996668722)
edu_education.college.5141,0691668N,Collège les Servizières,COLLEGE,340,Public,SANS OBJET,99,141 rue de la République ,69282,69330,Meyzieu,+33478314291,+33478316407,https://college-les-servizieres.etab.ac-lyon.fr/spip/,ce.0691668n@ac-lyon.fr,true,false,true,false,true,false,,false,19691668800019,540,"{""2019-2020"": 554, ""2020-2021"": 563, ""2021-2022"": 527, ""2022-2023"": 559, ""2023-2024"": 546, ""2024-2025"": 540}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10288,Numéro de rue,1969-03-21,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692335N,,,Circonscription d'inspection du 1er degré de Meyzieu - Décines,"{""2016-2017"": 102.1, ""2017-2018"": 99.6, ""2018-2019"": 98.8, ""2019-2020"": 100.5, ""2020-2021"": 99.3, ""2021-2022"": 100.1, ""2022-2023"": 101.6, ""2023-2024"": 98.1, ""2024-2025"": 101.1}",2025-10-07,5141,POINT (5.015458953582749 45.76376720765009)
